,date,ticker,option_id,expiration,S0,div_yield,disc_rate,expiration_days,strike,implied_vol,delta,call/put,best_bid,best_offer,volume
1940,2023-05-18,AAPL,141470460,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,115.0,0.404398,-0.023357,P,0.38,0.39,192
1948,2023-05-18,AAPL,141470461,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,120.0,0.385576,-0.02992,P,0.48,0.49,76
1939,2023-05-18,AAPL,141470462,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,125.0,0.368898,-0.038888,P,0.62,0.63,261
1938,2023-05-18,AAPL,141470463,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,130.0,0.351197,-0.049803,P,0.78,0.8,156
1937,2023-05-18,AAPL,141470464,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,135.0,0.33472,-0.064162,P,1.0,1.02,109
1936,2023-05-18,AAPL,141470465,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,140.0,0.3188,-0.082654,P,1.29,1.3,177
1935,2023-05-18,AAPL,141470466,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,145.0,0.303395,-0.106389,P,1.65,1.68,182
1934,2023-05-18,AAPL,141470467,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,150.0,0.288888,-0.136999,P,2.15,2.16,783
2017,2023-05-18,AAPL,141470468,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,155.0,0.275321,-0.176178,P,2.78,2.83,291
2016,2023-05-18,AAPL,141470469,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,160.0,0.262228,-0.225133,P,3.6,3.7,1258
2015,2023-05-18,AAPL,141470470,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,165.0,0.24981,-0.285598,P,4.7,4.8,3171
2014,2023-05-18,AAPL,141470471,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,170.0,0.237557,-0.358291,P,6.1,6.2,778
2013,2023-05-18,AAPL,141470472,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,175.0,0.225004,-0.443975,P,7.85,7.95,1889
1970,2023-05-18,AAPL,141470445,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,180.0,0.218941,0.482692,C,7.65,7.75,3024
1969,2023-05-18,AAPL,141470446,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,185.0,0.207897,0.389125,C,5.3,5.4,1826
1968,2023-05-18,AAPL,141470447,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,190.0,0.198585,0.296638,C,3.5,3.55,380
1967,2023-05-18,AAPL,141470448,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,195.0,0.190115,0.211583,C,2.16,2.19,193
1966,2023-05-18,AAPL,141470449,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,200.0,0.18438,0.142629,C,1.28,1.3,652
1965,2023-05-18,AAPL,141470450,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,205.0,0.18031,0.091107,C,0.73,0.74,131
1964,2023-05-18,AAPL,141470451,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,210.0,0.17751,0.055523,C,0.4,0.41,382
1963,2023-05-18,AAPL,141528516,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,220.0,0.178981,0.021015,C,0.13,0.14,136
1962,2023-05-18,AAPL,141528517,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,230.0,0.186432,0.009044,C,0.04,0.07,2
1961,2023-05-18,AAPL,142291791,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,240.0,0.198936,0.004918,C,0.02,0.04,9
1958,2023-05-18,AAPL,144543837,2023-09-15,175.05,0.005312767780634105,0.04906158304776621,120,270.0,0.249275,0.002128,C,0.01,0.02,12
1374,2023-05-19,AAPL,151698039,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,65.0,0.632184,-0.001499,P,0.02,0.04,0
1373,2023-05-19,AAPL,142859004,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,70.0,0.604777,-0.002043,P,0.03,0.05,200
1372,2023-05-19,AAPL,141470480,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,75.0,0.575572,-0.002636,P,0.04,0.06,0
1371,2023-05-19,AAPL,141470481,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,80.0,0.545702,-0.003286,P,0.05,0.07,0
1370,2023-05-19,AAPL,141470482,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,85.0,0.527544,-0.004669,P,0.07,0.1,0
1369,2023-05-19,AAPL,141470483,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,90.0,0.505227,-0.006159,P,0.1,0.12,0
1368,2023-05-19,AAPL,141470484,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,95.0,0.485238,-0.008226,P,0.14,0.15,0
1312,2023-05-19,AAPL,141470457,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,100.0,0.464258,-0.010694,P,0.18,0.19,30
1335,2023-05-19,AAPL,141470458,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,105.0,0.442469,-0.013617,P,0.22,0.24,1
1336,2023-05-19,AAPL,141470459,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,110.0,0.422394,-0.017504,P,0.28,0.3,22
1337,2023-05-19,AAPL,141470460,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,115.0,0.403703,-0.022669,P,0.36,0.38,1024
1383,2023-05-19,AAPL,141470461,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,120.0,0.384587,-0.029009,P,0.45,0.48,469
1382,2023-05-19,AAPL,141470462,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,125.0,0.367826,-0.037767,P,0.59,0.61,2731
1381,2023-05-19,AAPL,141470463,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,130.0,0.350139,-0.048476,P,0.75,0.77,4335
1380,2023-05-19,AAPL,141470464,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,135.0,0.334148,-0.062848,P,0.97,0.99,1121
1379,2023-05-19,AAPL,141470465,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,140.0,0.31862,-0.081354,P,1.25,1.28,195
1378,2023-05-19,AAPL,141470466,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,145.0,0.303525,-0.105105,P,1.62,1.65,2424
1377,2023-05-19,AAPL,141470467,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,150.0,0.289501,-0.135885,P,2.11,2.15,480
1353,2023-05-19,AAPL,141470468,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,155.0,0.275711,-0.174757,P,2.75,2.79,556
1352,2023-05-19,AAPL,141470469,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,160.0,0.262315,-0.223359,P,3.55,3.65,665
1351,2023-05-19,AAPL,141470470,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,165.0,0.250124,-0.283875,P,4.65,4.75,728
1350,2023-05-19,AAPL,141470471,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,170.0,0.236716,-0.356074,P,6.0,6.1,1181
1349,2023-05-19,AAPL,141470472,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,175.0,0.223775,-0.442128,P,7.7,7.85,3851
1269,2023-05-19,AAPL,141470445,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,180.0,0.220036,0.484313,C,7.7,7.8,1345
1280,2023-05-19,AAPL,141470446,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,185.0,0.20852,0.390536,C,5.35,5.4,534
1281,2023-05-19,AAPL,141470447,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,190.0,0.197937,0.296479,C,3.45,3.55,671
1282,2023-05-19,AAPL,141470448,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,195.0,0.190268,0.212011,C,2.16,2.19,1228
1301,2023-05-19,AAPL,141470449,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,200.0,0.183708,0.141614,C,1.25,1.29,718
1300,2023-05-19,AAPL,141470450,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,205.0,0.180273,0.090859,C,0.71,0.75,61
1299,2023-05-19,AAPL,141470451,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,210.0,0.178705,0.056554,C,0.4,0.43,36
1298,2023-05-19,AAPL,141528516,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,220.0,0.182229,0.022797,C,0.14,0.16,2
1297,2023-05-19,AAPL,141528517,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,230.0,0.190739,0.010346,C,0.05,0.08,1
1296,2023-05-19,AAPL,142291791,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,240.0,0.205751,0.006226,C,0.03,0.05,7
1295,2023-05-19,AAPL,142291792,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,250.0,0.219033,0.003833,C,0.02,0.03,0
1294,2023-05-19,AAPL,144084639,2023-09-15,175.16,0.005309431377026719,0.049064926566649125,119,260.0,0.236016,0.002922,C,0.01,0.03,60
412,2023-05-22,AAPL,151698039,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,65.0,0.646761,-0.001718,P,0.03,0.04,0
411,2023-05-22,AAPL,142859004,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,70.0,0.623504,-0.002475,P,0.04,0.06,0
410,2023-05-22,AAPL,141470480,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,75.0,0.591093,-0.003087,P,0.05,0.07,0
409,2023-05-22,AAPL,141470481,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,80.0,0.571454,-0.004387,P,0.07,0.1,1
408,2023-05-22,AAPL,141470482,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,85.0,0.544426,-0.00558,P,0.09,0.12,0
407,2023-05-22,AAPL,141470483,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,90.0,0.521383,-0.007311,P,0.12,0.15,10
406,2023-05-22,AAPL,141470484,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,95.0,0.498213,-0.009412,P,0.16,0.18,3
520,2023-05-22,AAPL,141470457,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,100.0,0.474746,-0.011926,P,0.2,0.22,35
512,2023-05-22,AAPL,141470458,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,105.0,0.452377,-0.015125,P,0.25,0.27,56
510,2023-05-22,AAPL,141470459,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,110.0,0.432463,-0.019515,P,0.32,0.34,225
509,2023-05-22,AAPL,141470460,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,115.0,0.412573,-0.024981,P,0.41,0.42,605
508,2023-05-22,AAPL,141470461,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,120.0,0.392979,-0.031865,P,0.51,0.53,2097
507,2023-05-22,AAPL,141470462,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,125.0,0.373702,-0.040548,P,0.64,0.66,289
506,2023-05-22,AAPL,141470463,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,130.0,0.356378,-0.052273,P,0.82,0.84,701
505,2023-05-22,AAPL,141470464,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,135.0,0.338682,-0.066884,P,1.04,1.06,70
504,2023-05-22,AAPL,141470465,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,140.0,0.322292,-0.086113,P,1.33,1.36,187
511,2023-05-22,AAPL,141470466,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,145.0,0.306508,-0.11086,P,1.72,1.74,555
522,2023-05-22,AAPL,141470467,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,150.0,0.292339,-0.143242,P,2.24,2.27,322
531,2023-05-22,AAPL,141470468,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,155.0,0.278668,-0.184206,P,2.92,2.96,769
523,2023-05-22,AAPL,141470469,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,160.0,0.264471,-0.234568,P,3.75,3.85,307
539,2023-05-22,AAPL,141470470,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,165.0,0.251857,-0.297405,P,4.9,5.0,214
538,2023-05-22,AAPL,141470471,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,170.0,0.237738,-0.372098,P,6.3,6.4,809
464,2023-05-22,AAPL,141470445,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,180.0,0.219982,0.464516,C,7.1,7.2,3887
463,2023-05-22,AAPL,141470446,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,185.0,0.208952,0.369825,C,4.85,4.95,327
462,2023-05-22,AAPL,141470447,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,190.0,0.198815,0.276705,C,3.1,3.2,190
469,2023-05-22,AAPL,141470448,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,195.0,0.191614,0.195057,C,1.91,1.96,137
480,2023-05-22,AAPL,141470449,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,200.0,0.1858,0.128967,C,1.11,1.14,755
482,2023-05-22,AAPL,141470450,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,205.0,0.182163,0.0813,C,0.62,0.65,22
481,2023-05-22,AAPL,141470451,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,210.0,0.181002,0.050254,C,0.35,0.37,242
488,2023-05-22,AAPL,141528516,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,220.0,0.184993,0.020127,C,0.12,0.14,3
487,2023-05-22,AAPL,141528517,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,230.0,0.197131,0.010215,C,0.06,0.07,0
486,2023-05-22,AAPL,142291791,2023-09-15,174.2,0.005338691159586683,0.049048628172980446,116,240.0,0.209045,0.005525,C,0.03,0.04,0
1912,2023-05-23,AAPL,151698039,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,65.0,0.649652,-0.00197,P,0.03,0.05,0
1911,2023-05-23,AAPL,142859004,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,70.0,0.623689,-0.00275,P,0.05,0.06,40
1910,2023-05-23,AAPL,141470480,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,75.0,0.59942,-0.0038,P,0.06,0.09,0
1909,2023-05-23,AAPL,141470481,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,80.0,0.568403,-0.004732,P,0.08,0.1,0
1908,2023-05-23,AAPL,141470482,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,85.0,0.537147,-0.005758,P,0.1,0.11,0
1907,2023-05-23,AAPL,141470483,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,90.0,0.520888,-0.008194,P,0.14,0.16,10
1906,2023-05-23,AAPL,141470484,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,95.0,0.497774,-0.010597,P,0.18,0.2,0
1853,2023-05-23,AAPL,141470457,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,100.0,0.475531,-0.013657,P,0.23,0.25,10
1854,2023-05-23,AAPL,141470458,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,105.0,0.453489,-0.01744,P,0.29,0.31,5
1855,2023-05-23,AAPL,141470459,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,110.0,0.433106,-0.02246,P,0.37,0.39,8
1856,2023-05-23,AAPL,141470460,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,115.0,0.410862,-0.028196,P,0.46,0.47,119
1899,2023-05-23,AAPL,141470461,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,120.0,0.394452,-0.037114,P,0.6,0.62,5
1898,2023-05-23,AAPL,141470462,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,125.0,0.375634,-0.047492,P,0.76,0.78,18
1897,2023-05-23,AAPL,141470463,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,130.0,0.357864,-0.061003,P,0.97,0.99,626
1896,2023-05-23,AAPL,141470464,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,135.0,0.341711,-0.078892,P,1.25,1.28,49
1895,2023-05-23,AAPL,141470465,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,140.0,0.325285,-0.101277,P,1.6,1.64,460
1894,2023-05-23,AAPL,141470466,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,145.0,0.309877,-0.130124,P,2.07,2.11,3978
1893,2023-05-23,AAPL,141470467,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,150.0,0.295666,-0.167069,P,2.7,2.73,1125
1900,2023-05-23,AAPL,141470468,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,155.0,0.281068,-0.212583,P,3.45,3.55,205
1892,2023-05-23,AAPL,141470469,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,160.0,0.266601,-0.268602,P,4.45,4.55,557
1890,2023-05-23,AAPL,141470470,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,165.0,0.253131,-0.33698,P,5.75,5.85,442
1889,2023-05-23,AAPL,141470471,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,170.0,0.24008,-0.418073,P,7.4,7.5,327
28,2023-05-23,AAPL,141470444,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,175.0,0.237702,0.508597,C,8.6,8.7,1010
26,2023-05-23,AAPL,141470445,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,180.0,0.22483,0.417874,C,6.1,6.15,3417
25,2023-05-23,AAPL,141470446,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,185.0,0.213338,0.32507,C,4.05,4.15,225
24,2023-05-23,AAPL,141470447,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,190.0,0.204829,0.239166,C,2.6,2.65,251
23,2023-05-23,AAPL,141470448,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,195.0,0.19771,0.165412,C,1.57,1.61,197
22,2023-05-23,AAPL,141470449,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,200.0,0.192606,0.108347,C,0.91,0.94,1370
21,2023-05-23,AAPL,141470450,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,205.0,0.189825,0.068528,C,0.52,0.54,70
20,2023-05-23,AAPL,141470451,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,210.0,0.189071,0.042671,C,0.29,0.32,390
1851,2023-05-23,AAPL,141528516,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,220.0,0.194868,0.018231,C,0.11,0.13,53
1850,2023-05-23,AAPL,141528517,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,230.0,0.204146,0.008666,C,0.04,0.07,90
1849,2023-05-23,AAPL,142291791,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,240.0,0.219542,0.005386,C,0.03,0.04,25
1848,2023-05-23,AAPL,142291792,2023-09-15,171.56,0.005420844019584985,0.0490871428186944,115,250.0,0.235555,0.003719,C,0.02,0.03,13
35,2023-05-24,AAPL,151698039,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,65.0,0.653346,-0.001964,P,0.03,0.05,1
34,2023-05-24,AAPL,142859004,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,70.0,0.627294,-0.002742,P,0.05,0.06,2
33,2023-05-24,AAPL,141470480,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,75.0,0.598242,-0.003585,P,0.06,0.08,0
32,2023-05-24,AAPL,141470481,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,80.0,0.575539,-0.004922,P,0.09,0.1,10
31,2023-05-24,AAPL,141470482,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,85.0,0.552366,-0.006576,P,0.12,0.13,10
30,2023-05-24,AAPL,141470483,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,90.0,0.528711,-0.008581,P,0.15,0.17,10
29,2023-05-24,AAPL,141470484,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,95.0,0.506415,-0.011185,P,0.2,0.21,283
87,2023-05-24,AAPL,141470457,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,100.0,0.484506,-0.014442,P,0.25,0.27,12
86,2023-05-24,AAPL,141470458,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,105.0,0.460141,-0.018004,P,0.31,0.32,76
85,2023-05-24,AAPL,141470459,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,110.0,0.439989,-0.023207,P,0.39,0.41,79
84,2023-05-24,AAPL,141470460,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,115.0,0.419382,-0.02954,P,0.49,0.51,135
91,2023-05-24,AAPL,141470461,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,120.0,0.399976,-0.03777,P,0.62,0.64,170
102,2023-05-24,AAPL,141470462,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,125.0,0.381707,-0.048472,P,0.79,0.81,295
111,2023-05-24,AAPL,141470463,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,130.0,0.36423,-0.062252,P,1.01,1.03,1553
103,2023-05-24,AAPL,141470464,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,135.0,0.347838,-0.080137,P,1.3,1.32,82
119,2023-05-24,AAPL,141470465,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,140.0,0.331489,-0.102611,P,1.66,1.69,79
118,2023-05-24,AAPL,141470466,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,145.0,0.316101,-0.131396,P,2.13,2.18,147
117,2023-05-24,AAPL,141470467,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,150.0,0.30128,-0.167653,P,2.76,2.79,551
116,2023-05-24,AAPL,141470468,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,155.0,0.286993,-0.212823,P,3.55,3.6,925
115,2023-05-24,AAPL,141470469,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,160.0,0.273165,-0.26827,P,4.55,4.65,648
114,2023-05-24,AAPL,141470470,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,165.0,0.259645,-0.335091,P,5.85,5.95,318
113,2023-05-24,AAPL,141470471,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,170.0,0.246754,-0.414059,P,7.5,7.6,393
62,2023-05-24,AAPL,141470444,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,175.0,0.241779,0.513614,C,8.85,8.95,616
61,2023-05-24,AAPL,141470445,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,180.0,0.228877,0.424242,C,6.3,6.4,213
68,2023-05-24,AAPL,141470446,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,185.0,0.217556,0.3327,C,4.25,4.35,278
67,2023-05-24,AAPL,141470447,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,190.0,0.207612,0.245587,C,2.72,2.77,263
66,2023-05-24,AAPL,141470448,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,195.0,0.199873,0.170576,C,1.65,1.68,502
65,2023-05-24,AAPL,141470449,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,200.0,0.194345,0.112144,C,0.96,0.98,222
64,2023-05-24,AAPL,141470450,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,205.0,0.190798,0.070589,C,0.54,0.56,196
63,2023-05-24,AAPL,141470451,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,210.0,0.189188,0.043354,C,0.3,0.32,20
123,2023-05-24,AAPL,141528516,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,220.0,0.194612,0.018294,C,0.11,0.13,17
122,2023-05-24,AAPL,141528517,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,230.0,0.204037,0.00869,C,0.04,0.07,116
121,2023-05-24,AAPL,142291791,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,240.0,0.219554,0.005398,C,0.03,0.04,12
101,2023-05-24,AAPL,142291792,2023-09-15,171.84,0.005412011173184358,0.04914218117290283,114,250.0,0.230606,0.003094,C,0.01,0.03,5
1696,2023-05-25,AAPL,151698039,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,65.0,0.659946,-0.001941,P,0.03,0.05,10
1695,2023-05-25,AAPL,142859004,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,70.0,0.627465,-0.002508,P,0.04,0.06,6
1694,2023-05-25,AAPL,141470480,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,75.0,0.599814,-0.003337,P,0.05,0.08,0
1693,2023-05-25,AAPL,141470481,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,80.0,0.574478,-0.00445,P,0.07,0.1,0
1692,2023-05-25,AAPL,141470482,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,85.0,0.556137,-0.006285,P,0.11,0.13,5
1691,2023-05-25,AAPL,141470483,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,90.0,0.528403,-0.007845,P,0.13,0.16,0
1690,2023-05-25,AAPL,141470484,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,95.0,0.505751,-0.010198,P,0.17,0.2,1
1529,2023-05-25,AAPL,141470457,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,100.0,0.485381,-0.013401,P,0.23,0.25,35
1528,2023-05-25,AAPL,141470458,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,105.0,0.463356,-0.017099,P,0.29,0.31,2
1527,2023-05-25,AAPL,141470459,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,110.0,0.44302,-0.022001,P,0.37,0.39,34
1526,2023-05-25,AAPL,141470460,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,115.0,0.422436,-0.028006,P,0.46,0.49,69
1525,2023-05-25,AAPL,141470461,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,120.0,0.40324,-0.03587,P,0.59,0.61,408
1524,2023-05-25,AAPL,141470462,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,125.0,0.384288,-0.045763,P,0.74,0.77,67
1523,2023-05-25,AAPL,141470463,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,130.0,0.366128,-0.058495,P,0.94,0.97,5102
1522,2023-05-25,AAPL,141470464,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,135.0,0.348853,-0.07492,P,1.2,1.23,95
1521,2023-05-25,AAPL,141470465,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,140.0,0.332505,-0.096101,P,1.54,1.57,43
1505,2023-05-25,AAPL,141470466,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,145.0,0.316957,-0.123211,P,1.99,2.01,128
1504,2023-05-25,AAPL,141470467,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,150.0,0.302349,-0.157761,P,2.57,2.6,284
1503,2023-05-25,AAPL,141470468,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,155.0,0.288613,-0.201166,P,3.3,3.4,1008
1502,2023-05-25,AAPL,141470469,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,160.0,0.274255,-0.253889,P,4.25,4.35,551
1501,2023-05-25,AAPL,141470470,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,165.0,0.261395,-0.31855,P,5.5,5.6,1527
1500,2023-05-25,AAPL,141470471,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,170.0,0.248785,-0.394944,P,7.05,7.2,1180
1538,2023-05-25,AAPL,141470444,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,175.0,0.243666,0.533001,C,9.45,9.6,289
